emp_no,first_name,last_name,to_date,dept_no,dept_name
90425,Masasuke,Schrift,9999-01-01,d005,Development
90519,Syozo,Rodite,9999-01-01,d007,Sales
90527,Shuzo,Erman,9999-01-01,d005,Development
90572,Naraig,Tokunaga,9999-01-01,d005,Development
90603,Kristine,Birge,9999-01-01,d005,Development
90637,Kauko,Kusakabe,9999-01-01,d007,Sales
90672,Xiaoqiang,Vernadat,9999-01-01,d005,Development
90673,Younwoo,Hutton,9999-01-01,d005,Development
90680,Frederique,Nyrup,9999-01-01,d005,Development
90687,Babette,Limongiello,9999-01-01,d005,Development
90714,Boriana,Manderick,9999-01-01,d007,Sales
90749,Martins,Vesna,9999-01-01,d007,Sales
90760,Hein,Vingron,9999-01-01,d005,Development
90765,Lein,Neiman,9999-01-01,d005,Development
90771,Divier,Luon,9999-01-01,d005,Development
90793,Jinpo,Acton,9999-01-01,d005,Development
90810,Barton,Buchter,9999-01-01,d005,Development
90812,Marie,Thibadeau,9999-01-01,d007,Sales
90821,Jingling,Kadhim,9999-01-01,d005,Development
90857,Kish,Thisen,9999-01-01,d007,Sales
90862,Masadi,Billingsley,9999-01-01,d007,Sales
90867,Kristin,Parfitt,9999-01-01,d005,Development
90880,Prodip,Einsfeld,9999-01-01,d007,Sales
90889,Berhard,Braccini,9999-01-01,d005,Development
90895,Guenter,Lorch,9999-01-01,d005,Development
90912,Kazunori,Feldmann,9999-01-01,d005,Development
90913,Xiahua,Levergood,9999-01-01,d005,Development
90914,Danel,Mandell,9999-01-01,d005,Development
90931,Sadun,Rousseau,9999-01-01,d007,Sales
90936,Xinglin,Yavatkar,9999-01-01,d007,Sales
90964,Basil,Kuszyk,9999-01-01,d005,Development
91009,Minghong,Liedekerke,9999-01-01,d005,Development
91018,Vitali,Binding,9999-01-01,d005,Development
91058,Weijing,Litzkow,9999-01-01,d007,Sales
91080,Parviz,Skogmar,9999-01-01,d007,Sales
91093,Josyula,Luders,9999-01-01,d007,Sales
91113,Goncalo,Begiun,9999-01-01,d007,Sales
91139,Gererd,Quittner,9999-01-01,d007,Sales
91150,Kwee,Schaad,9999-01-01,d007,Sales
91153,Yefim,Clouatre,9999-01-01,d005,Development
91187,Shigehito,Falby,9999-01-01,d007,Sales
91204,Wanqing,Shigei,9999-01-01,d005,Development
91225,Pranjal,Mamelak,9999-01-01,d007,Sales
91246,Xiaoshan,Makrucki,9999-01-01,d005,Development
91265,Somnath,Ohori,9999-01-01,d007,Sales
91270,Xiahua,Hiraishi,9999-01-01,d005,Development
91314,Hilari,Fendler,9999-01-01,d005,Development
91325,Phillip,Beutelspacher,9999-01-01,d007,Sales
91341,Weiru,Fontan,9999-01-01,d005,Development
91420,Jacqueline,Suppi,9999-01-01,d007,Sales
91429,Shaunak,Pollock,9999-01-01,d007,Sales
91452,Nevio,Flasterstein,9999-01-01,d007,Sales
91475,Pranay,Raczkowsky,9999-01-01,d007,Sales
91493,Filipe,Gien,9999-01-01,d005,Development
91496,Sven,Casperson,9999-01-01,d007,Sales
91500,Bogdan,Kriebel,9999-01-01,d005,Development
91510,Chandrasekaran,Murthy,9999-01-01,d005,Development
91521,Akeel,Murthy,9999-01-01,d007,Sales
91563,Hugh,Munos,9999-01-01,d005,Development
91566,Hongzue,Rohrbach,9999-01-01,d007,Sales
91607,Josyula,Speckmann,9999-01-01,d005,Development
91620,Jenwei,McDermid,9999-01-01,d005,Development
91637,Gino,Menhoudj,9999-01-01,d007,Sales
91638,Youjian,Siprelle,9999-01-01,d005,Development
91675,Parke,Wrigley,9999-01-01,d007,Sales
91688,Vishv,Veevers,9999-01-01,d005,Development
91720,Phillip,Suwa,9999-01-01,d005,Development
91722,Yonghoan,Dolinsky,9999-01-01,d005,Development
91774,Hugo,Pietracaprina,9999-01-01,d007,Sales
91775,Kristian,Nishimukai,9999-01-01,d005,Development
91820,Arunachalam,Hofman,9999-01-01,d005,Development
91845,Caolyn,Zeidenstein,9999-01-01,d005,Development
91850,Rasikan,Keirsey,9999-01-01,d005,Development
91871,Selwyn,Androutsos,9999-01-01,d005,Development
91885,Fai,Moehrke,9999-01-01,d005,Development
91888,Peer,Werthner,9999-01-01,d005,Development
91913,Alain,Hofmeyr,9999-01-01,d005,Development
91932,Zhenhua,Crooks,9999-01-01,d005,Development
92027,Georg,Adachi,9999-01-01,d005,Development
92053,Uri,Gonthier,9999-01-01,d005,Development
92054,Gonzalo,Cooley,9999-01-01,d005,Development
92063,Deniz,Olivero,9999-01-01,d007,Sales
92089,Youjian,Fiutem,9999-01-01,d005,Development
92117,Djelloul,Hammerschmidt,9999-01-01,d005,Development
92136,Isaac,Kamber,9999-01-01,d005,Development
92145,Marl,Schueller,9999-01-01,d007,Sales
92157,Ioana,Matzel,9999-01-01,d007,Sales
92210,Kazuhito,Assaf,9999-01-01,d005,Development
92251,Jianhao,Furudate,9999-01-01,d005,Development
92262,Danae,Imataki,9999-01-01,d005,Development
92323,Florina,Azuma,9999-01-01,d007,Sales
92415,Zorica,Lemarechal,9999-01-01,d007,Sales
92429,Mariusz,Yurov,9999-01-01,d005,Development
92442,Lenore,Birdsall,9999-01-01,d005,Development
92513,Honesty,Asrin,9999-01-01,d005,Development
92517,Mamdouh,Suessmith,9999-01-01,d005,Development
92563,Kensyu,Ranze,9999-01-01,d005,Development
92592,Kirk,Lorho,9999-01-01,d007,Sales
92690,Jackson,Yurov,9999-01-01,d005,Development
92770,Sudharsan,Braunmuhl,9999-01-01,d005,Development
92802,Alair,Luks,9999-01-01,d007,Sales
92829,Nechama,Kalefeld,9999-01-01,d005,Development
92835,Freyja,Godskesen,9999-01-01,d005,Development
92842,Maris,Lorie,9999-01-01,d005,Development
92870,Atilio,Imataki,9999-01-01,d005,Development
92878,Phule,Birjandi,9999-01-01,d007,Sales
92898,Gil,Ghazalie,9999-01-01,d007,Sales
92965,Weiye,Salinas,9999-01-01,d007,Sales
92980,Quingbo,Kakkad,9999-01-01,d005,Development
92987,Kiyotoshi,Emden,9999-01-01,d007,Sales
93001,Kersti,Pusterhofer,9999-01-01,d007,Sales
93017,Gian,Terkki,9999-01-01,d005,Development
93020,Masako,Fraisse,9999-01-01,d005,Development
93038,Chenyi,Michaeli,9999-01-01,d007,Sales
93049,Christoper,Ananiadou,9999-01-01,d005,Development
93080,Amstein,Heering,9999-01-01,d007,Sales
93107,Martien,Buchter,9999-01-01,d005,Development
93130,Kwun,Neimat,9999-01-01,d007,Sales
93150,Piyush,Papsdorf,9999-01-01,d007,Sales
93161,Giao,Garrabrants,9999-01-01,d007,Sales
93183,Kenton,Marzano,9999-01-01,d005,Development
93197,Arie,Magliocco,9999-01-01,d007,Sales
93203,Danel,Zizka,9999-01-01,d007,Sales
93219,Dulce,Kolinko,9999-01-01,d005,Development
93221,Sanjit,McDermid,9999-01-01,d007,Sales
93224,Shigeo,Gonthier,9999-01-01,d005,Development
93241,Juichirou,Borstler,9999-01-01,d007,Sales
93254,Shigeo,Cichocki,9999-01-01,d007,Sales
93299,Hatsukazu,Swist,9999-01-01,d005,Development
93314,Carrsten,Beeson,9999-01-01,d005,Development
93321,Masako,Nivat,9999-01-01,d007,Sales
93329,Shirish,Anily,9999-01-01,d007,Sales
93344,Bernardo,Escriba,9999-01-01,d007,Sales
93357,Padma,Prochazka,9999-01-01,d007,Sales
93366,Heejo,Schach,9999-01-01,d007,Sales
93389,Sungwon,Hooghiemstra,9999-01-01,d005,Development
93399,Rosalie,Bennet,9999-01-01,d005,Development
93412,Sivanarayana,Sinicrope,9999-01-01,d007,Sales
93416,Naftaly,Flowers,9999-01-01,d007,Sales
93426,Olivera,Kambil,9999-01-01,d005,Development
93430,Golgen,Baar,9999-01-01,d007,Sales
93433,Abdelkader,Tchuente,9999-01-01,d007,Sales
93450,Jiakeng,Kieras,9999-01-01,d007,Sales
93492,Lenore,Yetim,9999-01-01,d005,Development
93495,Lunjin,Gill,9999-01-01,d005,Development
93509,Lijie,Perl,9999-01-01,d005,Development
93520,Angel,Unni,9999-01-01,d007,Sales
93536,Zhonghua,Zongker,9999-01-01,d005,Development
93539,Stevo,Heystek,9999-01-01,d007,Sales
93551,Sanjay,Shrader,9999-01-01,d007,Sales
93576,Xuedong,Thorensen,9999-01-01,d007,Sales
93611,Mizuhito,Gronowski,9999-01-01,d007,Sales
93634,Dietrich,Chelton,9999-01-01,d007,Sales
93682,Mari,Mukaidono,9999-01-01,d005,Development
93722,Tetsurou,Kavraki,9999-01-01,d007,Sales
93735,Bernice,Krichel,9999-01-01,d005,Development
93742,Shay,Ushiama,9999-01-01,d007,Sales
93745,Mandell,Schrooten,9999-01-01,d005,Development
93763,Kazuhisa,Jullig,9999-01-01,d007,Sales
93798,Monique,Azumi,9999-01-01,d005,Development
93825,Rosella,Mitsuhashi,9999-01-01,d005,Development
93915,Genevieve,Waymire,9999-01-01,d005,Development
93921,Chuanti,Driscoll,9999-01-01,d005,Development
93928,Tomoyuki,Axelband,9999-01-01,d007,Sales
93932,Giap,Parveen,9999-01-01,d007,Sales
93958,Morrie,Cyre,9999-01-01,d005,Development
93960,Xianlong,Seghrouchni,9999-01-01,d007,Sales
93995,Saeed,Luon,9999-01-01,d005,Development
94008,Sumali,Itzfeldt,9999-01-01,d007,Sales
94030,Masato,Shobatake,9999-01-01,d005,Development
94034,Vasilis,Riesenhuber,9999-01-01,d005,Development
94042,Yonghoan,Bruckman,9999-01-01,d007,Sales
94120,Limsoon,Ohori,9999-01-01,d005,Development
94142,Weiyi,Avouris,9999-01-01,d005,Development
94164,Frazer,Naumovich,9999-01-01,d007,Sales
94172,Ronnie,Bage,9999-01-01,d007,Sales
94211,Martins,Yurov,9999-01-01,d005,Development
94229,Shen,Thambidurai,9999-01-01,d005,Development
94270,Serge,Heuser,9999-01-01,d005,Development
94285,Goa,Munro,9999-01-01,d005,Development
94287,Kiyokazu,Buchter,9999-01-01,d007,Sales
94309,Tomoyuki,Zobel,9999-01-01,d005,Development
94320,Kirk,Papsdorf,9999-01-01,d005,Development
94332,Teiji,Sudbeck,9999-01-01,d007,Sales
94341,Bokyung,Serre,9999-01-01,d005,Development
94342,Ramalingam,Demizu,9999-01-01,d005,Development
94410,Iara,Schieder,9999-01-01,d007,Sales
94425,Kersti,Nergos,9999-01-01,d007,Sales
94462,Sadegh,Lukaszewicz,9999-01-01,d007,Sales
94480,Remzi,Majewski,9999-01-01,d005,Development
94582,Willard,Baar,9999-01-01,d005,Development
94589,Sibyl,Heusch,9999-01-01,d005,Development
94596,Nahid,Biros,9999-01-01,d005,Development
94603,Fox,Kuszyk,9999-01-01,d005,Development
94658,Basil,Kaelbling,9999-01-01,d007,Sales
94666,Gudjon,Denti,9999-01-01,d005,Development
94680,Teruyuki,Baja,9999-01-01,d007,Sales
94681,Nigel,Clemencon,9999-01-01,d005,Development
94710,Anneke,Schrooten,9999-01-01,d005,Development
94732,Heping,Eiter,9999-01-01,d005,Development
94735,Rosine,Peak,9999-01-01,d005,Development
94775,Moie,Kilgore,9999-01-01,d007,Sales
94815,Kwun,Dusink,9999-01-01,d005,Development
94833,Miyeon,Kleiser,9999-01-01,d007,Sales
94849,Shao,Koshino,9999-01-01,d005,Development
94864,Boriana,Cronin,9999-01-01,d005,Development
94871,Kasidit,Chenney,9999-01-01,d007,Sales
94914,Ranan,Preusig,9999-01-01,d007,Sales
94987,Kazuhira,Berendt,9999-01-01,d005,Development
94998,Goh,Koblitz,9999-01-01,d005,Development
95133,Shiv,Strandh,9999-01-01,d005,Development
95277,Gina,Gist,9999-01-01,d005,Development
95278,Roselyn,Seghrouchni,9999-01-01,d005,Development
95281,Kensyu,Savasere,9999-01-01,d007,Sales
95285,Dipayan,Muhling,9999-01-01,d005,Development
95294,Dulce,Bain,9999-01-01,d005,Development
95322,Remzi,Demizu,9999-01-01,d007,Sales
95323,Patricia,Makinen,9999-01-01,d005,Development
95346,Jouko,Heering,9999-01-01,d007,Sales
95362,Yonghong,Zyda,9999-01-01,d007,Sales
95365,Xuejia,Sichman,9999-01-01,d005,Development
95393,Udaiprakash,Magliocco,9999-01-01,d005,Development
95405,Phillip,Ellozy,9999-01-01,d007,Sales
95470,Roddy,Gajiwala,9999-01-01,d007,Sales
95473,Roselyn,Wallrath,9999-01-01,d005,Development
95505,Tsz,Cooley,9999-01-01,d007,Sales
95510,Mototsugu,Christ,9999-01-01,d005,Development
95541,Chinho,Whitcomb,9999-01-01,d005,Development
95549,Arun,Sooriamurthi,9999-01-01,d007,Sales
95558,Vasiliy,Etalle,9999-01-01,d005,Development
95601,Vincent,Guting,9999-01-01,d007,Sales
95647,Francoise,Cheshire,9999-01-01,d005,Development
95662,Martien,Spell,9999-01-01,d005,Development
95670,Shaleah,Krybus,9999-01-01,d007,Sales
95696,Akemi,Schaft,9999-01-01,d005,Development
95714,Doohun,Kaiserswerth,9999-01-01,d005,Development
95736,Nahum,Glinert,9999-01-01,d005,Development
95820,Hyuckchul,Perri,9999-01-01,d005,Development
95822,Divine,Teitelbaum,9999-01-01,d005,Development
95853,Manton,Flasterstein,9999-01-01,d005,Development
95890,Leni,Baba,9999-01-01,d005,Development
95992,Hirochika,Jenevein,9999-01-01,d005,Development
96016,Giao,Falco,9999-01-01,d005,Development
96059,Valter,Mandell,9999-01-01,d005,Development
96084,Hauke,Piazza,9999-01-01,d007,Sales
96099,Roded,Ritzmann,9999-01-01,d005,Development
96107,Luise,Geffroy,9999-01-01,d005,Development
96108,Hatsukazu,Krychniak,9999-01-01,d005,Development
96109,Jasminko,Chappelet,9999-01-01,d007,Sales
96122,Muzhong,Onuegbe,9999-01-01,d007,Sales
96129,Aloys,Alvarado,9999-01-01,d005,Development
96132,Sachem,Wroclawski,9999-01-01,d005,Development
96138,Lidong,Ghalwash,9999-01-01,d005,Development
96161,Hugh,Riesenhuber,9999-01-01,d005,Development
96162,Tokuyasu,Dehkordi,9999-01-01,d005,Development
96169,Roselyn,Bharadwaj,9999-01-01,d005,Development
96196,Berthier,Zambonelli,9999-01-01,d005,Development
96197,Yechiam,Himler,9999-01-01,d005,Development
96201,Suvo,Guting,9999-01-01,d005,Development
96311,Candido,Riesenhuber,9999-01-01,d005,Development
96346,Gian,Pettis,9999-01-01,d005,Development
96432,Taisook,Raoux,9999-01-01,d005,Development
96521,Gro,Imataki,9999-01-01,d007,Sales
96556,Guttorm,Penn,9999-01-01,d007,Sales
96560,Parto,Kushner,9999-01-01,d005,Development
96562,Abdulah,Ghemri,9999-01-01,d007,Sales
96609,Bowen,Kemmerer,9999-01-01,d005,Development
96617,Shirish,Peak,9999-01-01,d007,Sales
96630,Danai,Porenta,9999-01-01,d007,Sales
96648,Josyula,Perez,9999-01-01,d007,Sales
96673,Hironobu,Oxman,9999-01-01,d005,Development
96689,Emdad,Roohalamini,9999-01-01,d005,Development
96704,Baziley,Koshino,9999-01-01,d005,Development
96753,Claude,Giveon,9999-01-01,d007,Sales
96766,Van,Trachtenberg,9999-01-01,d005,Development
96769,Arun,Parascandalo,9999-01-01,d007,Sales
96844,Tommaso,Maliniak,9999-01-01,d005,Development
96853,Maha,Rissanen,9999-01-01,d005,Development
96865,Josyula,Ulupinar,9999-01-01,d005,Development
96897,Xiaobin,Willoner,9999-01-01,d005,Development
96900,Dekang,Solovay,9999-01-01,d005,Development
96907,Masamitsu,Hiraishi,9999-01-01,d007,Sales
96911,Hirochika,Jeansoulin,9999-01-01,d007,Sales
96921,Along,Waymire,9999-01-01,d005,Development
96958,Shaowen,Shihab,9999-01-01,d007,Sales
96989,Youpyo,Shobatake,9999-01-01,d007,Sales
97077,Subbu,Fontan,9999-01-01,d005,Development
97099,Chinya,Kaiserswerth,9999-01-01,d005,Development
97123,Basim,Suppi,9999-01-01,d005,Development
97126,Nitsan,Heyers,9999-01-01,d005,Development
97136,Bartek,Clouatre,9999-01-01,d005,Development
97194,Dannz,Ozery,9999-01-01,d005,Development
97208,Leif,Gelosh,9999-01-01,d005,Development
97225,Adam,Erez,9999-01-01,d005,Development
97240,Yongmin,Krogh,9999-01-01,d007,Sales
97262,Miomir,Esteva,9999-01-01,d005,Development
97264,Ennio,Roisin,9999-01-01,d005,Development
97287,Chanjung,Rajala,9999-01-01,d005,Development
97315,Hironoby,Hoogerwoord,9999-01-01,d005,Development
97340,Vishu,Hiyoshi,9999-01-01,d007,Sales
97428,Rildo,Sankaranarayanan,9999-01-01,d005,Development
97466,Valdiodio,Marwedel,9999-01-01,d007,Sales
97492,Dante,Schnabel,9999-01-01,d007,Sales
97523,Bikash,Suppi,9999-01-01,d007,Sales
97525,Shih,Krider,9999-01-01,d005,Development
97571,Guoxiang,Itzigehl,9999-01-01,d005,Development
97577,Masato,Perna,9999-01-01,d007,Sales
97628,Xiaobin,Luck,9999-01-01,d005,Development
97648,Suvo,Kornyak,9999-01-01,d007,Sales
97677,Taegyun,Poulakidas,9999-01-01,d007,Sales
97694,Girolamo,Cummings,9999-01-01,d005,Development
97695,Sreekrishna,Fendler,9999-01-01,d007,Sales
97723,Gou,Mapelli,9999-01-01,d007,Sales
97724,Jagoda,Pezzoli,9999-01-01,d005,Development
97726,Guther,Veevers,9999-01-01,d007,Sales
97770,Horward,Keustermans,9999-01-01,d007,Sales
97781,Divine,Neimat,9999-01-01,d007,Sales
97796,Jacopo,Schoegge,9999-01-01,d005,Development
97843,Barna,Lenart,9999-01-01,d005,Development
97848,Takanari,Unni,9999-01-01,d007,Sales
97870,Leah,Socorro,9999-01-01,d007,Sales
97885,Seshu,Edelhoff,9999-01-01,d007,Sales
97886,Mario,Chartres,9999-01-01,d005,Development
97913,Saeko,Staylopatis,9999-01-01,d005,Development
97918,Adel,Pollacia,9999-01-01,d007,Sales
97938,Aiichiro,Plavsic,9999-01-01,d007,Sales
97948,Henk,Geffroy,9999-01-01,d005,Development
98017,Sachio,Gils,9999-01-01,d007,Sales
98018,Yongdong,Pileggi,9999-01-01,d007,Sales
98038,Mack,Peron,9999-01-01,d005,Development
98052,JoAnne,Binding,9999-01-01,d005,Development
98054,Berry,Conry,9999-01-01,d005,Development
98060,Tzvetan,Speckmann,9999-01-01,d007,Sales
98063,Danco,Rusterholz,9999-01-01,d005,Development
98072,Luerbio,Merro,9999-01-01,d005,Development
98098,Feipei,Eterovic,9999-01-01,d005,Development
98125,Subir,VanScheik,9999-01-01,d005,Development
98128,Kazuhisa,Ambroszkiewicz,9999-01-01,d007,Sales
98171,Jaroslava,Busillo,9999-01-01,d005,Development
98183,Masami,Besselaar,9999-01-01,d007,Sales
98192,Sumali,Murtagh,9999-01-01,d005,Development
98212,Sham,Slutz,9999-01-01,d005,Development
98241,Felicidad,Kroha,9999-01-01,d005,Development
98247,Shakhar,Skafidas,9999-01-01,d005,Development
98253,Pragnesh,Homond,9999-01-01,d005,Development
98269,Vasilii,Ghazalie,9999-01-01,d005,Development
98285,Georg,Piancastelli,9999-01-01,d005,Development
98305,Yongmao,Stranks,9999-01-01,d005,Development
98307,Douadi,Leijenhorst,9999-01-01,d007,Sales
98317,Domenico,Vieri,9999-01-01,d005,Development
98323,Amalendu,Ponthieu,9999-01-01,d005,Development
98338,Guenter,Taneja,9999-01-01,d005,Development
98358,Basim,Aingworth,9999-01-01,d005,Development
98377,Steve,Flanders,9999-01-01,d007,Sales
98394,Berthier,Anick,9999-01-01,d005,Development
98430,Fay,Langford,9999-01-01,d005,Development
98458,Oguz,Pollock,9999-01-01,d005,Development
98478,Baruch,Heystek,9999-01-01,d005,Development
98485,Chiradeep,Homond,9999-01-01,d007,Sales
98497,Jianhao,Cannata,9999-01-01,d005,Development
98518,Gad,Rahimi,9999-01-01,d005,Development
98536,Francesca,Figueira,9999-01-01,d005,Development
98558,Valery,Llado,9999-01-01,d005,Development
98586,Kauko,Steenbeek,9999-01-01,d005,Development
98619,Sham,Debuse,9999-01-01,d005,Development
98628,Radhika,Bahl,9999-01-01,d005,Development
98663,Serenella,Segond,9999-01-01,d007,Sales
98680,Serge,Tchuente,9999-01-01,d005,Development
98697,JiYoung,Harbusch,9999-01-01,d007,Sales
98713,Stabislas,Luit,9999-01-01,d007,Sales
98753,Franziska,Murillo,9999-01-01,d007,Sales
98766,Gretta,Buchter,9999-01-01,d005,Development
98768,Valery,Iacovou,9999-01-01,d005,Development
98807,Aloys,Hanratty,9999-01-01,d007,Sales
98813,Surveyors,Peck,9999-01-01,d005,Development
98838,Kazuhito,Deville,9999-01-01,d005,Development
98854,Kotesh,Garrabrants,9999-01-01,d005,Development
98905,Nikolaos,Negoita,9999-01-01,d005,Development
98977,Richara,Alameldin,9999-01-01,d005,Development
98987,Dipayan,Suermann,9999-01-01,d005,Development
98992,Gonzalo,Heping,9999-01-01,d005,Development
98996,Parke,Kalloufi,9999-01-01,d007,Sales
99013,Tsz,Cools,9999-01-01,d005,Development
99014,Adly,Siprelle,9999-01-01,d007,Sales
99023,Gill,Kusakabe,9999-01-01,d007,Sales
99050,Stevo,Krichel,9999-01-01,d007,Sales
99097,Toshiki,Munawer,9999-01-01,d005,Development
99153,Maik,Montresor,9999-01-01,d005,Development
99208,Mokhtar,Bernick,9999-01-01,d005,Development
99210,Irene,Morrin,9999-01-01,d005,Development
99226,Mario,Pehl,9999-01-01,d005,Development
99231,Nahla,Wielonsky,9999-01-01,d005,Development
99269,Leaf,Gien,9999-01-01,d005,Development
99272,Yuriy,Birge,9999-01-01,d007,Sales
99290,Youssef,Basagni,9999-01-01,d005,Development
99297,Xinan,Erman,9999-01-01,d005,Development
99299,Sachem,Claffy,9999-01-01,d005,Development
99307,Moto,Thibadeau,9999-01-01,d007,Sales
99313,Masasuke,Caine,9999-01-01,d005,Development
99371,Tokuyasu,Vuskovic,9999-01-01,d005,Development
99390,Cristinel,Potthoff,9999-01-01,d005,Development
99400,Hitomi,Decaestecker,9999-01-01,d007,Sales
99438,Vidar,Prochazka,9999-01-01,d007,Sales
99443,Zita,Woycyznski,9999-01-01,d007,Sales
99451,Guenter,Riexinger,9999-01-01,d007,Sales
99473,Jaihie,Servi,9999-01-01,d005,Development
99481,Arnd,Akaboshi,9999-01-01,d007,Sales
99527,Feipei,Duclos,9999-01-01,d005,Development
99567,Christfried,Oberman,9999-01-01,d005,Development
99571,Rajmohan,Slobodova,9999-01-01,d005,Development
99583,Holgard,Schmittgen,9999-01-01,d005,Development
99608,Baruch,Paludetto,9999-01-01,d005,Development
99622,Etsuo,Taneja,9999-01-01,d005,Development
99643,Beshir,Babu,9999-01-01,d007,Sales
99649,Danny,Berstel,9999-01-01,d005,Development
99655,Elvis,Borovoy,9999-01-01,d005,Development
99671,Tsuneo,Leppanen,9999-01-01,d007,Sales
99681,Henk,Tramer,9999-01-01,d007,Sales
99703,Manton,Berstel,9999-01-01,d005,Development
99719,Sreekrishna,Ramamoorthy,9999-01-01,d007,Sales
99729,Dmitri,Porenta,9999-01-01,d007,Sales
99769,Xinyu,Winter,9999-01-01,d007,Sales
99771,Gudjon,Lund,9999-01-01,d005,Development
99779,Rasiah,Taubenfeld,9999-01-01,d005,Development
99804,Abdelghani,Benner,9999-01-01,d005,Development
99860,Mitchel,Homond,9999-01-01,d005,Development
99883,Dulce,Linares,9999-01-01,d005,Development
99895,Olivera,Feldmann,9999-01-01,d005,Development
99966,Masali,Ferretti,9999-01-01,d007,Sales
99972,Jaana,Schaaf,9999-01-01,d007,Sales
99989,Divine,Docker,9999-01-01,d005,Development
100013,Gunilla,Bernardinello,9999-01-01,d005,Development
100024,Godehard,Pelz,9999-01-01,d007,Sales
100042,Raimond,Turnbull,9999-01-01,d007,Sales
100046,Jayson,Jumpertz,9999-01-01,d005,Development
100101,Shakhar,Egerstedt,9999-01-01,d005,Development
100137,Seongbae,Bail,9999-01-01,d005,Development
100138,Changho,Prenel,9999-01-01,d005,Development
100142,Terresa,Isard,9999-01-01,d007,Sales
100146,Nalini,Woycyznski,9999-01-01,d005,Development
100158,Ayakannu,Falby,9999-01-01,d005,Development
100159,Sakthirel,Boudaillier,9999-01-01,d005,Development
100169,Ingmar,Angot,9999-01-01,d005,Development
